MIASTO;Region;KOD POCZTOWY;NR_KIER;ULICA;PARZYSTE_OD;PARZYSTE_DO;NIEPARZYSTE_OD;NIEPARZYSTE_DO;POD;NOD
PIETRZYKOWO;POMORSKIE;77-207;059;;;;;;     0 ;     0 
PIETRZYKOWO;POMORSKIE;77-208;059;;;;;;     0 ;     0 
PILICHOWO;POMORSKIE;82-550;055;;;;;;     0 ;     0 
PINCZYN;POMORSKIE;83-251;058;;;;;;     0 ;     0 
PLONY;POMORSKIE;83-224;058;;;;;;     0 ;     0 
P£ACHTY;POMORSKIE;83-420;058;;;;;;     0 ;     0 
P£ASZCZYCA;POMORSKIE;77-322;059;;;;;;     0 ;     0 
P£ASZEWKO;POMORSKIE;76-200;059;;;;;;     0 ;     0 
P£ASZEWO;POMORSKIE;76-252;059;;;;;;     0 ;     0 
P£OCICE;POMORSKIE;83-424;058;;;;;;     0 ;     0 
P£OCICZ;POMORSKIE;77-220;059;;;;;;     0 ;     0 
P£OCICZNO;POMORSKIE;83-424;058;;;;;;     0 ;     0 
P£OCKO;POMORSKIE;77-223;059;;;;;;     0 ;     0 
P£ONICA;POMORSKIE;77-300;059;;;;;;     0 ;     0 
P£ONINA;POMORSKIE;82-110;055;;;;;;     0 ;     0 
P£”TOWA;POMORSKIE;77-131;059;;;;;;     0 ;     0 
POB£OCIE;POMORSKIE;76-222;059;;;;;;     0 ;     0 
POB£OCIE;POMORSKIE;84-222;058;;;;;;     0 ;     0 
POBOROWO;POMORSKIE;77-235;059;;;;;;     0 ;     0 
PODD•BIE;POMORSKIE;76-211;059;;;;;;     0 ;     0 
PODG”RY;POMORSKIE;77-215;059;;;;;;     0 ;     0 
PODG”RZE;POMORSKIE;77-205;059;;;;;;     0 ;     0 
PODJAZY;POMORSKIE;83-320;058;;;;;;     0 ;     0 
PODKOMORZYCE;POMORSKIE;77-116;059;;;;;;     0 ;     0 
PODOLE MA£E;POMORSKIE;76-248;059;;;;;;     0 ;     0 
PODOLE WIELKIE;POMORSKIE;76-223;059;;;;;;     0 ;     0 
PODWILCZYN;POMORSKIE;77-233;059;;;;;;     0 ;     0 
POGORSZEWO;POMORSKIE;84-349;058;;;;;;     0 ;     0 
POGORZA£A;POMORSKIE;82-213;055;;;;;;     0 ;     0 
POGORZELICE;POMORSKIE;84-342;058;;;;;;     0 ;     0 
POG”DKI;POMORSKIE;83-236;058;;;;;;     0 ;     0 
POG”RZE;POMORSKIE;81-198;058;;;;;;     0 ;     0 
POLASZKI;POMORSKIE;82-411;055;;;;;;     0 ;     0 
POLIKSY;POMORSKIE;82-440;055;;;;;;     0 ;     0 
POLNICA;POMORSKIE;77-323;059;;;;;;     0 ;     0 
POLNICZKA;POMORSKIE;77-323;059;;;;;;     0 ;     0 
POLSKIE GRONOWO;POMORSKIE;83-140;058;;;;;;     0 ;     0 
PO£CHOWO;POMORSKIE;84-123;058;;;;;;     0 ;     0 
PO£CH”WKO;POMORSKIE;84-107;058;;;;;;     0 ;     0 
PO£CZYNO;POMORSKIE;84-100;058;;;;;;     0 ;     0 
PO£ CZYNO;POMORSKIE;83-312;058;;;;;;     0 ;     0 
POMIECZYNO;POMORSKIE;83-305;058;;;;;;     0 ;     0 
POMIECZY—SKA HUTA;POMORSKIE;83-305;058;;;;;;     0 ;     0 
POMLEWO;POMORSKIE;83-047;058;;;;;;     0 ;     0 
POMYJE;POMORSKIE;83-121;058;;;;;;     0 ;     0 
POMYSK MA£Y;POMORSKIE;77-121;059;;;;;;     0 ;     0 
POMYSK WIELKI;POMORSKIE;77-121;059;;;;;;     0 ;     0 
POPOWICE;POMORSKIE;77-135;059;;;;;;     0 ;     0 
POPOWO;POMORSKIE;84-311;058;;;;;;     0 ;     0 
PORDENOWO;POMORSKIE;82-224;055;;;;;;     0 ;     0 
POR BA;POMORSKIE;77-318;059;;;;;;     0 ;     0 
PORT;POMORSKIE;80-900;058;;;;;;     0 ;     0 
PORT P”£NOCNY;POMORSKIE;80-900;058;;;;;;     0 ;     0 
POSTOLIN;POMORSKIE;82-411;055;;;;;;     0 ;     0 
POSTO£OWO;POMORSKIE;83-042;058;;;;;;     0 ;     0 
POT GOWO;POMORSKIE;76-230;059;;;;;;     0 ;     0 
POTU£Y;POMORSKIE;83-315;058;;;;;;     0 ;     0 
POWALINA;POMORSKIE;82-105;055;;;;;;     0 ;     0 
POWA£KI;POMORSKIE;89-600;052;;;;;;     0 ;     0 
P”£CZNO;POMORSKIE;77-125;059;;;;;;     0 ;     0 
P”£KO;POMORSKIE;82-550;055;;;;;;     0 ;     0 
P”£MIEåCIE;POMORSKIE;82-211;055;;;;;;     0 ;     0 
P”£WIEå;POMORSKIE;83-135;058;;;;;;     0 ;     0 
PRABUTY;POMORSKIE;82-550;055;;;;;;     0 ;     0 
PRAKWICE;POMORSKIE;82-440;055;;;;;;     0 ;     0 
PR•DZONA;POMORSKIE;77-130;059;;;;;;     0 ;     0 
PR•DZONKA;POMORSKIE;77-143;059;;;;;;     0 ;     0 
PR GOWO;POMORSKIE;83-050;058;;;;;;     0 ;     0 
PR GOWO DOLNE;POMORSKIE;83-050;058;;;;;;     0 ;     0 
PR GOWO G”RNE;POMORSKIE;83-050;058;;;;;;     0 ;     0 
PROKOWO;POMORSKIE;83-300;058;;;;;;     0 ;     0 
PRONIE;POMORSKIE;82-451;055;;;;;;     0 ;     0 
PROTAJNY;POMORSKIE;82-450;055;;;;;;     0 ;     0 
PROTOWO;POMORSKIE;82-440;055;;;;;;     0 ;     0 
PRUSINOWO;POMORSKIE;77-312;059;;;;;;     0 ;     0 
PRUSZCZ GDA—SKI;POMORSKIE;83-000;058;;;;;;     0 ;     0 
PRUSZCZ GDA—SKI;POMORSKIE;83-001;058;;;;;;     0 ;     0 
PRUSZCZ GDA—SKI;POMORSKIE;83-004;058;;;;;;     0 ;     0 
PRUSZCZ GDA—SKI;POMORSKIE;83-005;058;;;;;;     0 ;     0 
PRZEBRNO;POMORSKIE;82-120;055;;;;;;     0 ;     0 
PRZECHLEWKO;POMORSKIE;77-321;059;;;;;;     0 ;     0 
PRZECHLEWO;POMORSKIE;77-320;059;;;;;;     0 ;     0 
PRZEGALINA;POMORSKIE;80-900;058;;;;;;     0 ;     0 
PRZEJAZDOWO;POMORSKIE;83-021;058;;;;;;     0 ;     0 
PRZEMYS£AW;POMORSKIE;82-113;055;;;;;;     0 ;     0 
PRZERADZ;POMORSKIE;77-211;059;;;;;;     0 ;     0 
PRZETOCZYNO;POMORSKIE;84-217;058;;;;;;     0 ;     0 
PRZEW£OKA;POMORSKIE;76-270;059;;;;;;     0 ;     0 
PRZEWODNIK;POMORSKIE;83-221;058;;;;;;     0 ;     0 
PRZEW”Z;POMORSKIE;77-143;059;;;;;;     0 ;     0 
PRZEW”Z;POMORSKIE;83-324;058;;;;;;     0 ;     0 
PRZEZMARK;POMORSKIE;82-450;055;;;;;;     0 ;     0 
PRZ SIN;POMORSKIE;77-200;059;;;;;;     0 ;     0 
PRZODKOWO;POMORSKIE;83-304;058;;;;;;     0 ;     0 
PRZYJAèNIA;POMORSKIE;89-651;052;;;;;;     0 ;     0 
PRZYJAè—;POMORSKIE;83-331;058;;;;;;     0 ;     0 
PRZYJEZIERZE;POMORSKIE;77-224;059;;;;;;     0 ;     0 
PRZYLESLE;POMORSKIE;83-334;058;;;;;;     0 ;     0 
PRZYMORZE;POMORSKIE;80-900;058;;;;;;     0 ;     0 
PRZYMUSZEWO;POMORSKIE;89-634;052;;;;;;     0 ;     0 
PRZYROWIE;POMORSKIE;83-323;058;;;;;;     0 ;     0 
PRZYTARNIA;POMORSKIE;83-441;058;;;;;;     0 ;     0 
PRZYTOCKO;POMORSKIE;76-259;059;;;;;;     0 ;     0 
PRZYWIDZ;POMORSKIE;83-047;058;;;;;;     0 ;     0 
PSZCZ”£KI;POMORSKIE;83-032;058;;;;;;     0 ;     0 
PUC;POMORSKIE;83-400;058;;;;;;     0 ;     0 
PUCK;POMORSKIE;84-100;058;;;;;;     0 ;     0 
PU£KOWICE;POMORSKIE;82-411;055;;;;;;     0 ;     0 
PUSTKI;POMORSKIE;89-651;052;;;;;;     0 ;     0 
PUSTKI CISOWSKIE;POMORSKIE;81-900;058;;;;;;     0 ;     0 
PUSTOWO;POMORSKIE;77-215;059;;;;;;     0 ;     0 
PUZDROWO;POMORSKIE;83-340;058;;;;;;     0 ;     0 
PUØYCE;POMORSKIE;84-213;058;;;;;;     0 ;     0 
RABACINO;POMORSKIE;77-142;059;;;;;;     0 ;     0 
RACINIEWO;POMORSKIE;77-325;059;;;;;;     0 ;     0 
RAC£AWKI;POMORSKIE;89-661;052;;;;;;     0 ;     0 
RADOGOSZCZ;POMORSKIE;83-221;058;;;;;;     0 ;     0 
RADOS£AW;POMORSKIE;76-223;059;;;;;;     0 ;     0 
RADOSTOWO;POMORSKIE;83-120;058;;;;;;     0 ;     0 
RADUNICA;POMORSKIE;80-900;058;;;;;;     0 ;     0 
RADU—;POMORSKIE;83-425;058;;;;;;     0 ;     0 
RADUSZ;POMORSKIE;77-140;059;;;;;;     0 ;     0 
RADZIEJEWO;POMORSKIE;83-224;058;;;;;;     0 ;     0 
RAJKOWY;POMORSKIE;83-130;058;;;;;;     0 ;     0 
RAKOWIEC;POMORSKIE;82-512;055;;;;;;     0 ;     0 
RAKOWIEC;POMORSKIE;83-135;058;;;;;;     0 ;     0 
RAKOWIEC K KWIDZYNA;POMORSKIE;82-512;055;;;;;;     0 ;     0 
RAKOWISKA;POMORSKIE;82-106;055;;;;;;     0 ;     0 
RAKOWO;POMORSKIE;82-106;055;;;;;;     0 ;     0 
RAMOTY;POMORSKIE;82-439;055;;;;;;     0 ;     0 
RANIEWO;POMORSKIE;82-550;055;;;;;;     0 ;     0 
R•B;POMORSKIE;83-305;058;;;;;;     0 ;     0 
R•TY;POMORSKIE;83-311;058;;;;;;     0 ;     0 
REBLINO;POMORSKIE;76-256;059;;;;;;     0 ;     0 
REDA;POMORSKIE;84-240;058;;;;;;     0 ;     0 
REDKOWICE;POMORSKIE;84-351;058;;;;;;     0 ;     0 
RED£OWO;POMORSKIE;81-900;058;;;;;;     0 ;     0 
REKOWNICA;POMORSKIE;83-422;058;;;;;;     0 ;     0 
REKOWO;POMORSKIE;77-131;059;;;;;;     0 ;     0 
REKOWO;POMORSKIE;84-325;058;;;;;;     0 ;     0 
REKOWO DOLNE;POMORSKIE;84-123;058;;;;;;     0 ;     0 
REKOWO G”RNE;POMORSKIE;84-123;058;;;;;;     0 ;     0 
REKOWO L BORSKIE;POMORSKIE;84-325;058;;;;;;     0 ;     0 
RENISZEWO;POMORSKIE;80-330;058;;;;;;     0 ;     0 
RENUSZEWO;POMORSKIE;80-330;058;;;;;;     0 ;     0 
RESKOWO;POMORSKIE;83-334;058;;;;;;     0 ;     0 
RESZKI;POMORSKIE;84-206;058;;;;;;     0 ;     0 
RETOWO;POMORSKIE;76-213;059;;;;;;     0 ;     0 
REWA;POMORSKIE;81-198;058;;;;;;     0 ;     0 
REWA (SEZON);POMORSKIE;81-199;058;;;;;;     0 ;     0 
REWA SEZONOWO;POMORSKIE;81-199;058;;;;;;     0 ;     0 
R BIECHOWO;POMORSKIE;80-297;058;;;;;;     0 ;     0 
R BIECHOWO;POMORSKIE;80-900;058;;;;;;     0 ;     0 
R BIELCZ;POMORSKIE;83-032;058;;;;;;     0 ;     0 
R BOSZEWO;POMORSKIE;83-300;058;;;;;;     0 ;     0 
R BOWO;POMORSKIE;76-242;059;;;;;;     0 ;     0 
ROBAKOWO;POMORSKIE;84-242;058;;;;;;     0 ;     0 
ROCHOWO;POMORSKIE;77-215;059;;;;;;     0 ;     0 
RODOWO;POMORSKIE;82-550;055;;;;;;     0 ;     0 
ROGAWICA;POMORSKIE;76-219;059;;;;;;     0 ;     0 
ROGULEWO;POMORSKIE;84-207;058;;;;;;     0 ;     0 
ROKICINY;POMORSKIE;77-123;059;;;;;;     0 ;     0 
ROKITKI;POMORSKIE;77-123;059;;;;;;     0 ;     0 
ROKITNICA;POMORSKIE;83-021;058;;;;;;     0 ;     0 
ROKITY;POMORSKIE;77-123;059;;;;;;     0 ;     0 
ROKOCIN;POMORSKIE;83-200;058;;;;;;     0 ;     0 
ROLBIK;POMORSKIE;89-634;052;;;;;;     0 ;     0 
ROLE;POMORSKIE;77-205;059;;;;;;     0 ;     0 
ROMBARK;POMORSKIE;83-130;058;;;;;;     0 ;     0 
ROPUCHY;POMORSKIE;83-130;058;;;;;;     0 ;     0 
ROSZCZYCE;POMORSKIE;84-350;058;;;;;;     0 ;     0 
ROSZKOWO;POMORSKIE;83-000;058;;;;;;     0 ;     0 
ROTEMBARK;POMORSKIE;83-400;058;;;;;;     0 ;     0 
ROTMANKI;POMORSKIE;83-000;058;;;;;;     0 ;     0 
ROWISKA;POMORSKIE;89-609;052;;;;;;     0 ;     0 
ROWY;POMORSKIE;76-211;059;;;;;;     0 ;     0 
ROWY;POMORSKIE;76-212;059;;;;;;     0 ;     0 
ROZAJNY;POMORSKIE;82-515;055;;;;;;     0 ;     0 
ROZEWIE;POMORSKIE;84-120;058;;;;;;     0 ;     0 
ROZ£AZINKO;POMORSKIE;84-219;058;;;;;;     0 ;     0 
ROZ£AZINO;POMORSKIE;84-219;058;;;;;;     0 ;     0 
ROZP DZINY;POMORSKIE;82-522;055;;;;;;     0 ;     0 
ROZWORY;POMORSKIE;77-312;059;;;;;;     0 ;     0 
ROØENTAL;POMORSKIE;83-130;058;;;;;;     0 ;     0 
R”ØYNY;POMORSKIE;83-031;058;;;;;;     0 ;     0 
RUCOWE LASY;POMORSKIE;77-130;059;;;;;;     0 ;     0 
RUDNIKI;POMORSKIE;77-320;059;;;;;;     0 ;     0 
RUDNIKI;POMORSKIE;82-420;055;;;;;;     0 ;     0 
RUDNO;POMORSKIE;80-900;058;;;;;;     0 ;     0 
RUDNO K PELPLINA;POMORSKIE;83-121;058;;;;;;     0 ;     0 
RUDZINY;POMORSKIE;89-632;052;;;;;;     0 ;     0 
RUKOSIN;POMORSKIE;83-113;058;;;;;;     0 ;     0 
RUMIA;POMORSKIE;84-230;058;;;;;;     0 ;     0 
RUMIA;POMORSKIE;84-231;058;;;;;;     0 ;     0 
RUMIA;POMORSKIE;84-232;058;;;;;;     0 ;     0 
RUMSKO;POMORSKIE;76-220;059;;;;;;     0 ;     0 
RUNOWO;POMORSKIE;76-230;059;;;;;;     0 ;     0 
RUNOWO S£AWIE—SKIE;POMORSKIE;76-256;059;;;;;;     0 ;     0 
RUSINOWO;POMORSKIE;82-526;055;;;;;;     0 ;     0 
RYBAKI;POMORSKIE;83-315;058;;;;;;     0 ;     0 
RYBAKI;POMORSKIE;83-406;058;;;;;;     0 ;     0 
RYBINA;POMORSKIE;82-100;055;;;;;;     0 ;     0 
RYBNO;POMORSKIE;84-251;058;;;;;;     0 ;     0 
RYCHNOWO ØU£AWSKIE;POMORSKIE;82-100;055;;;;;;     0 ;     0 
RYCHNOWY;POMORSKIE;77-300;059;;;;;;     0 ;     0 
RYJEWO;POMORSKIE;82-514;055;;;;;;     0 ;     0 
RYTEL;POMORSKIE;89-642;052;;;;;;     0 ;     0 
RYWA£D;POMORSKIE;83-200;058;;;;;;     0 ;     0 
RYZOWIE;POMORSKIE;83-220;058;;;;;;     0 ;     0 
RZECHCINO;POMORSKIE;76-223;059;;;;;;     0 ;     0 
RZECZENICA;POMORSKIE;77-304;059;;;;;;     0 ;     0 
RZEPNICA;POMORSKIE;77-100;059;;;;;;     0 ;     0 
RZEØ CIN;POMORSKIE;83-132;058;;;;;;     0 ;     0 
RZUCEWO;POMORSKIE;84-122;058;;;;;;     0 ;     0 
RZUSZCZE;POMORSKIE;76-222;059;;;;;;     0 ;     0 
SADLINKI;POMORSKIE;82-522;055;;;;;;     0 ;     0 
SALINKO;POMORSKIE;84-250;058;;;;;;     0 ;     0 
SALINO;POMORSKIE;84-250;058;;;;;;     0 ;     0 
SARBSK;POMORSKIE;84-211;058;;;;;;     0 ;     0 
SARNOWY;POMORSKIE;83-423;058;;;;;;     0 ;     0 
SASINO;POMORSKIE;84-211;058;;;;;;     0 ;     0 
S•BORZE;POMORSKIE;76-200;059;;;;;;     0 ;     0 
S•P”LNO CZ£UCHOWSKIE;POMORSKIE;77-322;059;;;;;;     0 ;     0 
SEMLIN;POMORSKIE;83-206;058;;;;;;     0 ;     0 
SIANOWO;POMORSKIE;83-328;058;;;;;;     0 ;     0 
SIANOWO K KARTUZ;POMORSKIE;83-328;058;;;;;;     0 ;     0 
SIANOWSKA HUTA;POMORSKIE;83-305;058;;;;;;     0 ;     0 
SIECIE;POMORSKIE;76-214;059;;;;;;     0 ;     0 
SIEDLCE;POMORSKIE;80-900;058;;;;;;     0 ;     0 
SIEMIANICE;POMORSKIE;76-200;059;;;;;;     0 ;     0 
SIEMIROWICE;POMORSKIE;84-313;058;;;;;;     0 ;     0 
SIEMIROWICE;POMORSKIE;84-314;058;;;;;;     0 ;     0 
SIENICA;POMORSKIE;89-650;052;;;;;;     0 ;     0 
SIERAKOWICE;POMORSKIE;83-340;058;;;;;;     0 ;     0 
SIERAKOWO S£UPSKIE;POMORSKIE;76-251;059;;;;;;     0 ;     0 
SIERAKOWSKA HUTA;POMORSKIE;83-340;058;;;;;;     0 ;     0 
SIEROCZYN;POMORSKIE;77-300;059;;;;;;     0 ;     0 
SIERPOWO;POMORSKIE;77-325;059;;;;;;     0 ;     0 
SIERZNO;POMORSKIE;77-131;059;;;;;;     0 ;     0 
SIKORZYNO;POMORSKIE;83-315;058;;;;;;     0 ;     0 
SILNO;POMORSKIE;89-661;052;;;;;;     0 ;     0 
SILNO K CHOJNIC;POMORSKIE;89-661;052;;;;;;     0 ;     0 
SIOD£ONIE;POMORSKIE;76-220;059;;;;;;     0 ;     0 
SIWIA£KA;POMORSKIE;83-209;058;;;;;;     0 ;     0 
SKARSZEWY;POMORSKIE;83-250;058;;;;;;     0 ;     0 
SKARSZ”W DOLNY;POMORSKIE;76-248;059;;;;;;     0 ;     0 
SKARSZ”W G”RNY;POMORSKIE;76-248;059;;;;;;     0 ;     0 
SKOLWITY;POMORSKIE;82-451;055;;;;;;     0 ;     0 
SKORZENNO;POMORSKIE;83-221;058;;;;;;     0 ;     0 
SKORZEWO;POMORSKIE;83-400;058;;;;;;     0 ;     0 
SKOSZEWO;POMORSKIE;89-634;052;;;;;;     0 ;     0 
SKOWARCZ;POMORSKIE;83-032;058;;;;;;     0 ;     0 
SKOWARNKI;POMORSKIE;77-312;059;;;;;;     0 ;     0 
SKOWRONKI;POMORSKIE;82-110;055;;;;;;     0 ;     0 
SK”RCZ;POMORSKIE;83-220;058;;;;;;     0 ;     0 
SK”RCZ KRANEK;POMORSKIE;83-220;058;;;;;;     0 ;     0 
SK”ROWO;POMORSKIE;76-230;059;;;;;;     0 ;     0 
SK”RZYNO;POMORSKIE;76-220;059;;;;;;     0 ;     0 
SKRZESZEWO ØUKOWSKIE;POMORSKIE;83-331;058;;;;;;     0 ;     0 
SKRZYD£OWO;POMORSKIE;83-404;058;;;;;;     0 ;     0 
SKWIERAWY;POMORSKIE;77-125;059;;;;;;     0 ;     0 
S£AJKOWO;POMORSKIE;84-210;058;;;;;;     0 ;     0 
S£AJSZEWO;POMORSKIE;84-211;058;;;;;;     0 ;     0 
S£AW CIN;POMORSKIE;89-621;052;;;;;;     0 ;     0 
S£AWKI;POMORSKIE;83-311;058;;;;;;     0 ;     0 
S£AWOSZYNO;POMORSKIE;84-105;058;;;;;;     0 ;     0 
S£AWOSZYNO;POMORSKIE;84-110;058;;;;;;     0 ;     0 
S£AWUTOWO;POMORSKIE;84-123;058;;;;;;     0 ;     0 
S£AWUT”WKO;POMORSKIE;84-123;058;;;;;;     0 ;     0 
S£ONOWICE;POMORSKIE;76-255;059;;;;;;     0 ;     0 
S£ONOWICZKI;POMORSKIE;76-255;059;;;;;;     0 ;     0 
S£OSINKO;POMORSKIE;77-211;059;;;;;;     0 ;     0 
S£UCHOWO;POMORSKIE;84-113;058;;;;;;     0 ;     0 
S£UPIA;POMORSKIE;77-313;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-200;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-201;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-202;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-203;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-204;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-205;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-206;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-207;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-208;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-209;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-210;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-215;059;;;;;;     0 ;     0 
S£UPSK;POMORSKIE;76-218;059;;;;;;     0 ;     0 
S£USZEWO;POMORSKIE;84-251;058;;;;;;     0 ;     0 
SMAØYNO;POMORSKIE;84-221;058;;;;;;     0 ;     0 
SM TOWO CHMIELE—SKIE;POMORSKIE;83-300;058;;;;;;     0 ;     0 
SM TOWO GRANICZNE;POMORSKIE;83-230;058;;;;;;     0 ;     0 
SM T”WKO;POMORSKIE;83-230;058;;;;;;     0 ;     0 
SMOLNIKI;POMORSKIE;83-222;058;;;;;;     0 ;     0 
SMOLNO;POMORSKIE;84-122;058;;;;;;     0 ;     0 
SMO£DZINO;POMORSKIE;76-214;059;;;;;;     0 ;     0 
SMO£DZI—SKI LAS;POMORSKIE;76-214;059;;;;;;     0 ;     0 
SOB•CZ;POMORSKIE;83-420;058;;;;;;     0 ;     0 
SOBIE—CZYCE;POMORSKIE;84-111;058;;;;;;     0 ;     0 
SOBIESZEWO;POMORSKIE;80-900;058;;;;;;     0 ;     0 
SOBOWIDZ;POMORSKIE;83-033;058;;;;;;     0 ;     0 
SOKOLE;POMORSKIE;77-330;059;;;;;;     0 ;     0 
SOLNICA;POMORSKIE;82-106;055;;;;;;     0 ;     0 
SOMINY;POMORSKIE;77-143;059;;;;;;     0 ;     0 
SOMONINO;POMORSKIE;83-314;058;;;;;;     0 ;     0 
SOPIESZYNO;POMORSKIE;84-215;058;;;;;;     0 ;     0 
SOPOT;POMORSKIE;81-701;058;;;;;;     0 ;     0 
SOPOT;POMORSKIE;81-702;058;KOåCIUSZKI TADEUSZA;26;50;29;49;    26 ;    29 
SOPOT;POMORSKIE;81-702;058;LIPOWA;2;2;1;9;     2 ;     1 
SOPOT;POMORSKIE;81-703;058;W£ADYS£AWA IV;2;18;1;19;     2 ;     1 
SOPOT;POMORSKIE;81-703;058;CURIE SK£ODOWSKIEJ MARII;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-703;058;KOåCIUSZKI TADEUSZA;52;koniec;51;koniec;    52 ;    51 
SOPOT;POMORSKIE;81-703;058;SK£ODOWSKIEJ CURIE MARII;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-704;058;MONTE CASSINO BOHATER”W;12;14;11;15;    12 ;    11 
SOPOT;POMORSKIE;81-704;058;BOHATER”W MONTE CASSINO;12;14;11;15;    12 ;    11 
SOPOT;POMORSKIE;81-704;058;DWORCOWA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-704;058;PI KONSTYTUCJI  MAJA;0;0;3;3;     0 ;     3 
SOPOT;POMORSKIE;81-704;058;KOåCIUSZKI TADEUSZA;2;24;1;27;     2 ;     1 
SOPOT;POMORSKIE;81-704;058;KONSTYTUCJI 3 MAJA PLAC;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-705;058;;;;;;     0 ;     0 
SOPOT;POMORSKIE;81-706;058;WESTERPLATTE OBRO—C”W;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-706;058;OBRO—C”W WESTERPLATTE;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-706;058;CZYØEWSKIEGO J”ZEFA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-706;058;BOHATER”W MONTE CASSINO;0;0;17;21;     0 ;    17 
SOPOT;POMORSKIE;81-706;058;MONTE CASSINO BOHATER”W;0;0;17;21;     0 ;    17 
SOPOT;POMORSKIE;81-707;058;HAFFNERA JANA JERZEGO;44;54;49;53;    44 ;    49 
SOPOT;POMORSKIE;81-707;058;HELSKA;6;koniec;5;koniec;     6 ;     5 
SOPOT;POMORSKIE;81-707;058;CEYNOWY FLORIANA;2;4;0;0;     2 ;     0 
SOPOT;POMORSKIE;81-707;058;BA£TYCKA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-708;058;HAFFNERA JANA JERZEGO;38;42;35;47;    38 ;    35 
SOPOT;POMORSKIE;81-708;058;MOKWY MARIANA;12;koniec;13;koniec;    12 ;    13 
SOPOT;POMORSKIE;81-709;058;WINIECKIEGO JANA;20;30;1;27;    20 ;     1 
SOPOT;POMORSKIE;81-710;058;WINIECKIEGO JANA;2;18;0;0;     2 ;     0 
SOPOT;POMORSKIE;81-711;058;TENISOWA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-711;058;POWSTA—C”W WARSZAWY;26;50;39;49;    26 ;    39 
SOPOT;POMORSKIE;81-712;058;BUDZYSZA WOSIA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-712;058;POWSTA—C”W WARSZAWY;52;koniec;51;koniec;    52 ;    51 
SOPOT;POMORSKIE;81-713;058;M£Y—SKA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-713;058;ZAMKOWA G”RA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-713;058;S PIA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-714;058;WINIECKIEGO JANA;0;0;29;51;     0 ;    29 
SOPOT;POMORSKIE;81-715;058;HAFFNERA JANA JERZEGO;56;koniec;55;koniec;    56 ;    55 
SOPOT;POMORSKIE;81-715;058;GOYKI JAKUBA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-716;058;WINIECKIEGO JANA;32;koniec;53;koniec;    32 ;    53 
SOPOT;POMORSKIE;81-717;058;HAFFNERA JANA JERZEGO;2;36;1;33;     2 ;     1 
SOPOT;POMORSKIE;81-717;058;MAJKOWSKIEGO ALEKSANDRA;22;koniec;17;koniec;    22 ;    17 
SOPOT;POMORSKIE;81-718;058;CEYNOWY FLORIANA;6;koniec;1;koniec;     6 ;     1 
SOPOT;POMORSKIE;81-718;058;HELSKA;2;4;1;3;     2 ;     1 
SOPOT;POMORSKIE;81-718;058;MOKWY MARIANA;2;10;1;11;     2 ;     1 
SOPOT;POMORSKIE;81-718;058;POWSTA—C”W WARSZAWY;2;24;1;37;     2 ;     1 
SOPOT;POMORSKIE;81-719;058;MAJKOWSKIEGO ALEKSANDRA;2;20;1;15;     2 ;     1 
SOPOT;POMORSKIE;81-720;058;ZDROJOWY PLAC;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-721;058;CHMIELEWSKIEGO PIOTRA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-722;058;PARKOWA;2;16;0;0;     2 ;     0 
SOPOT;POMORSKIE;81-722;058;KORDECKIEGO AUGUSTYNA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-723;058;BOLES£AWA CHROBREGO;40;koniec;45;koniec;    40 ;    45 
SOPOT;POMORSKIE;81-724;058;TRAUGUTTA ROMUALDA;0;0;0;0;     0 ;     0 
SOPOT;POMORSKIE;81-724;058;DRZYMA£Y MICHA£A;0;0;0;0;     0 ;     0 
